ip,timestamp,method,endpoint,status,bytes
204.227.13.26,1995-07-01 04:17:22,GET,/images/launch-logo.gif,200,1713
news.ti.com,1995-07-01 04:17:23,GET,/icons/blank.xbm,200,509
news.ti.com,1995-07-01 04:17:23,GET,/icons/menu.xbm,200,527
news.ti.com,1995-07-01 04:17:23,GET,/icons/text.xbm,200,527
ix-dc10-19.ix.netcom.com,1995-07-01 04:17:24,GET,"/cgi-bin/imagemap/countdown?375,272",302,68
svasu.extern.ucsd.edu,1995-07-01 04:17:28,GET,/history/apollo/images/footprint-small.gif,200,18149
svasu.extern.ucsd.edu,1995-07-01 04:17:28,GET,/history/apollo/images/apollo-logo.gif,200,3047
shrspine.rapidramp.com,1995-07-01 04:17:28,GET,/images/faq.gif,200,263
shrspine.rapidramp.com,1995-07-01 04:17:29,GET,/images/ksclogosmall.gif,200,3635
kuts5p06.cc.ukans.edu,1995-07-01 04:17:29,GET,/shuttle/missions/sts-78/mission-sts-78.html,200,4377
ix-tam1-26.ix.netcom.com,1995-07-01 04:17:29,GET,/shuttle/missions/sts-68/images/ksc.gif,200,152676
detroit.freenet.org,1995-07-01 04:17:29,GET,/shuttle/missions/sts-71/movies/sts-71-mir-dock.mpg,200,946425
kuts5p06.cc.ukans.edu,1995-07-01 04:17:31,GET,/shuttle/missions/sts-78/sts-78-patch-small.gif,200,4179
129.188.154.200,1995-07-01 04:17:32,GET,/shuttle/countdown/lps/mpeg.html,200,1221
kuts5p06.cc.ukans.edu,1995-07-01 04:17:33,GET,/images/launch-logo.gif,200,1713
129.188.154.200,1995-07-01 04:17:34,GET,/shuttle/countdown/lps/back.gif,200,1289
pm28.sonic.net,1995-07-01 04:17:34,GET,/shuttle/missions/sts-71/images/images.html,200,7634
dd11-054.compuserve.com,1995-07-01 04:17:35,GET,/shuttle/missions/sts-67/sts-67-patch.jpg,200,103193
svasu.extern.ucsd.edu,1995-07-01 04:17:36,GET,/history/apollo/apollo-spacecraft.txt,200,2261
129.188.154.200,1995-07-01 04:17:39,GET,/htbin/cdt_main.pl,200,3214
leet.cts.com,1995-07-01 04:17:42,GET,/shuttle/missions/sts-71/images/images.html,200,7634
129.193.116.41,1995-07-01 04:17:46,GET,/shuttle/countdown/,200,3985
129.188.154.200,1995-07-01 04:17:47,GET,/shuttle/countdown/countdown.html,200,3985
129.188.154.200,1995-07-01 04:17:49,GET,/shuttle/countdown/count.gif,200,40310
129.193.116.41,1995-07-01 04:17:51,GET,/shuttle/countdown/count.gif,200,40310
129.193.116.41,1995-07-01 04:17:52,GET,/images/NASA-logosmall.gif,200,786
129.193.116.41,1995-07-01 04:17:52,GET,/images/KSC-logosmall.gif,200,1204
acs4.acs.ucalgary.ca,1995-07-01 04:17:54,GET,/shuttle/missions/sts-71/mission-sts-71.html,200,12040
news.ti.com,1995-07-01 04:17:54,GET,/shuttle/missions/sts-71/sts-71-info.html,200,1440
kuts5p06.cc.ukans.edu,1995-07-01 04:17:55,GET,/shuttle/missions/sts-77/mission-sts-77.html,200,3071
traitor.demon.co.uk,1995-07-01 04:17:57,GET,/history/apollo/apollo-13/apollo-13-patch-small.gif,200,12859
kuts5p06.cc.ukans.edu,1995-07-01 04:17:57,GET,/shuttle/missions/sts-77/sts-77-patch-small.gif,200,4179
blv-pm0-ip28.halcyon.com,1995-07-01 04:18:01,GET,/facts/launch-pass.txt,200,29823
acs4.acs.ucalgary.ca,1995-07-01 04:18:02,GET,/shuttle/countdown/,200,3985
sfsp86.slip.net,1995-07-01 04:18:02,GET,/shuttle/missions/sts-71/images/KSC-95EC-0917.gif,200,30995
204.227.13.26,1995-07-01 04:18:03,GET,"/cgi-bin/imagemap/countdown?99,144",302,96
204.248.98.63,1995-07-01 04:18:05,GET,/shuttle/countdown/,200,3985
slip-5.io.com,1995-07-01 04:18:06,GET,/history/apollo/as-201/as-201-info.html,200,1395
kuts5p06.cc.ukans.edu,1995-07-01 04:18:08,GET,/shuttle/missions/sts-76/mission-sts-76.html,200,3109
h-shining.norfolk.infi.net,1995-07-01 04:18:08,GET,/shuttle/missions/sts-71/mission-sts-71.html,200,12040
kuts5p06.cc.ukans.edu,1995-07-01 04:18:10,GET,/shuttle/missions/sts-76/sts-76-patch-small.gif,200,4179
204.248.98.63,1995-07-01 04:18:10,GET,/shuttle/countdown/count.gif,200,40310
204.248.98.63,1995-07-01 04:18:10,GET,/images/NASA-logosmall.gif,200,786
204.248.98.63,1995-07-01 04:18:10,GET,/images/KSC-logosmall.gif,200,1204
slip-5.io.com,1995-07-01 04:18:13,GET,/history/apollo/as-201/sounds/,200,372
traitor.demon.co.uk,1995-07-01 04:18:13,GET,/images/ksclogosmall.gif,200,3635
ppp160.iadfw.net,1995-07-01 04:18:13,GET,/shuttle/countdown/countdown.html,200,3985
traitor.demon.co.uk,1995-07-01 04:18:13,GET,/history/apollo/images/footprint-logo.gif,200,4209
slip-5.io.com,1995-07-01 04:18:15,GET,/icons/blank.xbm,200,509
slip-5.io.com,1995-07-01 04:18:15,GET,/icons/menu.xbm,200,527
cu-dialup-1005.cit.cornell.edu,1995-07-01 04:18:16,GET,/software/winvn/wvlarge.gif,200,23416
h-shining.norfolk.infi.net,1995-07-01 04:18:20,GET,/shuttle/missions/sts-71/sts-71-patch-small.gif,200,12054
net-1-217.eden.com,1995-07-01 04:18:20,GET,/shuttle/missions/sts-71/images/images.html,200,7634
slip-5.io.com,1995-07-01 04:18:23,GET,/history/apollo/as-201/,200,1699
pm28.sonic.net,1995-07-01 04:18:23,GET,/shuttle/missions/sts-71/images/KSC-95EC-0613.gif,200,45970
slip-5.io.com,1995-07-01 04:18:25,GET,/icons/text.xbm,200,527
slip-5.io.com,1995-07-01 04:18:25,GET,/icons/image.xbm,200,509
www-a1.proxy.aol.com,1995-07-01 04:18:27,GET,/facilities/vab.html,200,4045
teleman.pr.mcs.net,1995-07-01 04:18:28,GET,/shuttle/missions/sts-71/movies/sts-71-mir-dock-2.mpg,200,139264
remote27.compusmart.ab.ca,1995-07-01 04:18:28,GET,/shuttle/missions/sts-71/sts-71-patch-small.gif,200,12054
ppp160.iadfw.net,1995-07-01 04:18:28,GET,/shuttle/missions/missions.html,200,8677
kuts5p06.cc.ukans.edu,1995-07-01 04:18:29,GET,/shuttle/missions/missions.html,200,8677
cu-dialup-1005.cit.cornell.edu,1995-07-01 04:18:30,GET,/images/WORLD-logosmall.gif,200,669
whlane.cts.com,1995-07-01 04:18:31,GET,/shuttle/missions/missions.html,200,8677
whlane.cts.com,1995-07-01 04:18:33,GET,/images/launchmedium.gif,200,11853
www-a1.proxy.aol.com,1995-07-01 04:18:33,GET,/images/vab-small.gif,200,35709
slip-5.io.com,1995-07-01 04:18:33,GET,/history/apollo/as-201/sounds/,200,372
ottgate2.bnr.ca,1995-07-01 04:18:34,GET,/shuttle/technology/images/et_1-small.gif,200,35624
ppp5.earthlight.co.nz,1995-07-01 04:18:35,GET,/shuttle/missions/sts-70/sts-70-info.html,200,1429
ppp24.swcp.com,1995-07-01 04:18:35,GET,/shuttle/countdown/,200,3985
ottgate2.bnr.ca,1995-07-01 04:18:37,GET,/shuttle/technology/images/et-lox_1-small.gif,200,36098
ppp24.swcp.com,1995-07-01 04:18:39,GET,/shuttle/countdown/count.gif,200,40310
ppp24.swcp.com,1995-07-01 04:18:39,GET,/images/KSC-logosmall.gif,200,1204
ppp24.swcp.com,1995-07-01 04:18:39,GET,/images/NASA-logosmall.gif,200,786
whlane.cts.com,1995-07-01 04:18:41,GET,/images/NASA-logosmall.gif,200,786
whlane.cts.com,1995-07-01 04:18:41,GET,/images/KSC-logosmall.gif,200,1204
slip-5.io.com,1995-07-01 04:18:41,GET,/history/apollo/as-201/,200,1699
204.227.13.26,1995-07-01 04:18:42,GET,"/cgi-bin/imagemap/countdown?98,108",302,111
h-shining.norfolk.infi.net,1995-07-01 04:18:42,GET,/images/KSC-logosmall.gif,200,1204
ix-tam1-26.ix.netcom.com,1995-07-01 04:18:43,GET,/shuttle/missions/sts-68/images/ksc-upclose.gif,200,86984
burger.letters.com,1995-07-01 04:18:43,GET,/shuttle/countdown/liftoff.html,304,0
ppp160.iadfw.net,1995-07-01 04:18:44,GET,/htbin/wais.pl,200,308
burger.letters.com,1995-07-01 04:18:45,GET,/images/NASA-logosmall.gif,304,0
h-shining.norfolk.infi.net,1995-07-01 04:18:45,GET,/images/launch-logo.gif,200,1713
ppp5.earthlight.co.nz,1995-07-01 04:18:46,GET,/shuttle/missions/sts-70/images/,200,966
ppp160.iadfw.net,1995-07-01 04:18:52,GET,/htbin/wais.pl?sarex,200,7083
h-shining.norfolk.infi.net,1995-07-01 04:18:52,GET,/shuttle/resources/orbiters/atlantis.html,200,7025
temprano.netheaven.com,1995-07-01 04:18:56,GET,/shuttle/missions/sts-71/images/images.html,200,7634
burger.letters.com,1995-07-01 04:18:57,GET,/shuttle/countdown/video/livevideo.gif,200,70412
slip-5.io.com,1995-07-01 04:18:59,GET,/history/apollo/as-201/sounds/,200,372
ix-dfw11-01.ix.netcom.com,1995-07-01 04:18:59,GET,/shuttle/countdown/,200,3985
h-shining.norfolk.infi.net,1995-07-01 04:19:01,GET,/shuttle/resources/orbiters/atlantis-logo.gif,200,4179
magicall.dacom.co.kr,1995-07-01 04:19:01,GET,/shuttle/missions/missions.html,200,8677
traitor.demon.co.uk,1995-07-01 04:19:02,GET,/history/apollo/apollo-13/apollo-13-patch-small.gif,304,0
remote27.compusmart.ab.ca,1995-07-01 04:19:02,GET,/shuttle/countdown/,200,3985
whlane.cts.com,1995-07-01 04:19:02,GET,/shuttle/missions/sts-71/mission-sts-71.html,200,12040
ix-dfw11-01.ix.netcom.com,1995-07-01 04:19:02,GET,/shuttle/countdown/count.gif,200,40310
ix-dfw11-01.ix.netcom.com,1995-07-01 04:19:03,GET,/images/NASA-logosmall.gif,200,786
ix-dfw11-01.ix.netcom.com,1995-07-01 04:19:03,GET,/images/KSC-logosmall.gif,200,1204
news.ti.com,1995-07-01 04:19:04,GET,/shuttle/missions/sts-71/images/images.html,200,7634
dialup61.afn.org,1995-07-01 04:19:04,GET,/shuttle/missions/sts-71/movies/movies.html,304,0
whlane.cts.com,1995-07-01 04:19:04,GET,/shuttle/missions/sts-71/sts-71-patch-small.gif,200,12054
slip-5.io.com,1995-07-01 04:19:05,GET,/history/apollo/as-201/,200,1699
news.ti.com,1995-07-01 04:19:05,GET,/htbin/cdt_main.pl,200,3214
dialup61.afn.org,1995-07-01 04:19:06,GET,/shuttle/missions/sts-71/sts-71-patch-small.gif,304,0
remote27.compusmart.ab.ca,1995-07-01 04:19:06,GET,/shuttle/countdown/count.gif,200,40310
h-shining.norfolk.infi.net,1995-07-01 04:19:08,GET,/images/ksclogosmall.gif,200,3635
slip-5.io.com,1995-07-01 04:19:10,GET,/history/apollo/as-201/movies/,200,372
traitor.demon.co.uk,1995-07-01 04:19:11,GET,/images/ksclogosmall.gif,304,0
129.193.116.41,1995-07-01 04:19:11,GET,"/cgi-bin/imagemap/countdown?370,276",302,68
traitor.demon.co.uk,1995-07-01 04:19:12,GET,/history/apollo/images/footprint-logo.gif,304,0
janice.cc.wwu.edu,1995-07-01 04:19:12,GET,/shuttle/countdown/liftoff.html,200,4538
ix-wbg-va2-26.ix.netcom.com,1995-07-01 04:19:13,GET,/history/apollo/apollo-11/images/69HC684.GIF,200,101647
slip-5.io.com,1995-07-01 04:19:13,GET,/history/apollo/as-201/,200,1699
magicall.dacom.co.kr,1995-07-01 04:19:13,GET,/images/launchmedium.gif,200,11853
h-shining.norfolk.infi.net,1995-07-01 04:19:14,GET,/shuttle/resources/orbiters/orbiters-logo.gif,200,1932
traitor.demon.co.uk,1995-07-01 04:19:14,GET,/history/apollo/apollo-13/apollo-13-info.html,200,1583
whlane.cts.com,1995-07-01 04:19:15,GET,/images/launch-logo.gif,200,1713
midcom.com,1995-07-01 04:19:16,GET,/history/apollo/apollo-13/apollo-13-info.html,200,1583
acs4.acs.ucalgary.ca,1995-07-01 04:19:17,GET,/shuttle/missions/sts-71/news/,200,3442
net-1-217.eden.com,1995-07-01 04:19:18,GET,/shuttle/missions/sts-71/images/KSC-95EC-0876.jpg,200,87766
slip-5.io.com,1995-07-01 04:19:18,GET,/history/apollo/as-201/images/,200,678
magicall.dacom.co.kr,1995-07-01 04:19:22,GET,/shuttle/missions/sts-1/mission-sts-1.html,200,8149
traitor.demon.co.uk,1995-07-01 04:19:23,GET,/history/apollo/apollo-13/docs/,200,377
traitor.demon.co.uk,1995-07-01 04:19:24,GET,/icons/blank.xbm,200,509
traitor.demon.co.uk,1995-07-01 04:19:24,GET,/icons/menu.xbm,200,527
janice.cc.wwu.edu,1995-07-01 04:19:25,GET,/shuttle/countdown/video/livevideo.jpeg,200,48591
ottgate2.bnr.ca,1995-07-01 04:19:26,GET,/shuttle/technology/images/et-intertank_1-small.gif,200,79791
ppp160.iadfw.net,1995-07-01 04:19:27,GET,/shuttle/missions/sts-71/sts-71-press-kit.txt,200,78588
teleman.pr.mcs.net,1995-07-01 04:19:30,GET,/history/history.html,200,1502
204.227.13.26,1995-07-01 04:19:30,GET,/shuttle/missions/sts-71/sts-71-day-04-highlights.html,200,5544
cruzio.com,1995-07-01 04:19:31,GET,/shuttle/countdown/liftoff.html,200,4538
teleman.pr.mcs.net,1995-07-01 04:19:31,GET,/history/apollo/images/apollo-small.gif,200,9630
whlane.cts.com,1995-07-01 04:19:32,GET,/shuttle/countdown/,200,3985
magicall.dacom.co.kr,1995-07-01 04:19:32,GET,/shuttle/resources/orbiters/columbia.html,200,6922
news.ti.com,1995-07-01 04:19:33,GET,/shuttle/countdown/liftoff.html,200,4538
cruzio.com,1995-07-01 04:19:35,GET,/shuttle/countdown/video/livevideo.jpeg,200,47296
204.248.98.63,1995-07-01 04:19:36,GET,"/cgi-bin/imagemap/countdown?383,277",302,68
traitor.demon.co.uk,1995-07-01 04:19:37,GET,/history/apollo/apollo-13/movies/,200,945
ppp24.swcp.com,1995-07-01 04:19:37,GET,/shuttle/missions/sts-71/images/images.html,200,7634
slip-5.io.com,1995-07-01 04:19:38,GET,/history/apollo/as-201/news/,200,368
whlane.cts.com,1995-07-01 04:19:38,GET,/shuttle/countdown/count.gif,200,40310
traitor.demon.co.uk,1995-07-01 04:19:38,GET,/icons/movie.xbm,200,530
teleman.pr.mcs.net,1995-07-01 04:19:40,GET,/history/apollo/apollo.html,200,3258
ix-dfw11-01.ix.netcom.com,1995-07-01 04:19:40,GET,"/cgi-bin/imagemap/countdown?93,109",302,111
dal31.pic.net,1995-07-01 04:19:41,GET,/shuttle/countdown/liftoff.html,200,4538
ix-dfw11-01.ix.netcom.com,1995-07-01 04:19:41,GET,/shuttle/missions/sts-71/mission-sts-71.html,200,12040
teleman.pr.mcs.net,1995-07-01 04:19:41,GET,/history/apollo/images/footprint-small.gif,200,18149
slip-5.io.com,1995-07-01 04:19:42,GET,/history/apollo/as-201/,200,1699
teleman.pr.mcs.net,1995-07-01 04:19:42,GET,/images/ksclogosmall.gif,200,3635
p43.infinet.com,1995-07-01 04:19:42,GET,/images/shuttle-patch-small.gif,200,4179
ix-roc1-07.ix.netcom.com,1995-07-01 04:19:42,GET,/shuttle/technology/images/mission_profile_2-small.gif,200,35540
magicall.dacom.co.kr,1995-07-01 04:19:43,GET,/shuttle/resources/orbiters/columbia-logo.gif,200,11417
teleman.pr.mcs.net,1995-07-01 04:19:43,GET,/history/apollo/images/apollo-logo.gif,200,3047
ix-dfw11-01.ix.netcom.com,1995-07-01 04:19:43,GET,/shuttle/missions/sts-71/sts-71-patch-small.gif,200,12054
dal31.pic.net,1995-07-01 04:19:45,GET,/images/NASA-logosmall.gif,200,786
ppp6.cpbx.net,1995-07-01 04:19:45,HEAD,/software/winvn/winvn.html,200,0
slip-5.io.com,1995-07-01 04:19:46,GET,/history/apollo/as-201/news/,200,368
traitor.demon.co.uk,1995-07-01 04:19:50,GET,/history/apollo/apollo-13/sounds/,200,1157
traitor.demon.co.uk,1995-07-01 04:19:51,GET,/icons/sound.xbm,200,530
sfsp86.slip.net,1995-07-01 04:19:53,GET,/shuttle/missions/sts-71/images/KSC-95EC-0423.gif,200,64939
ix-wbg-va2-26.ix.netcom.com,1995-07-01 04:19:53,GET,/history/apollo/apollo-11/movies/,200,381
teleman.pr.mcs.net,1995-07-01 04:19:54,GET,/history/apollo/apollo-13/apollo-13.html,200,18114
ix-dfw11-01.ix.netcom.com,1995-07-01 04:19:54,GET,/images/launch-logo.gif,200,1713
teleman.pr.mcs.net,1995-07-01 04:19:56,GET,/history/apollo/apollo-13/apollo-13-patch-small.gif,200,12859
temprano.netheaven.com,1995-07-01 04:19:57,GET,/shuttle/missions/sts-71/images/KSC-95EC-0917.gif,200,30995
magicall.dacom.co.kr,1995-07-01 04:19:58,GET,/images/ksclogosmall.gif,200,3635
slip-5.io.com,1995-07-01 04:19:58,GET,/history/apollo/as-201/sounds/,200,372
205.147.133.13,1995-07-01 04:19:58,GET,/shuttle/countdown/,200,3985
slip-28-14.ots.utexas.edu,1995-07-01 04:19:58,GET,/shuttle/countdown/liftoff.html,200,4538
leet.cts.com,1995-07-01 04:20:01,GET,/shuttle/missions/sts-71/images/index71.gif,200,235862
202.70.0.6,1995-07-01 04:20:03,GET,/shuttle/missions/sts-63/sts-63-info.html,200,1431
slip-5.io.com,1995-07-01 04:20:04,GET,/history/apollo/as-201/,200,1699
magicall.dacom.co.kr,1995-07-01 04:20:05,GET,/shuttle/resources/orbiters/orbiters-logo.gif,200,1932
202.70.0.6,1995-07-01 04:20:05,GET,/shuttle/missions/sts-63/sts-63-patch-small.gif,200,16102
ix-wbg-va2-26.ix.netcom.com,1995-07-01 04:20:06,GET,/history/apollo/apollo-11/sounds/,200,653
ix-spr-ma1-01.ix.netcom.com,1995-07-01 04:20:06,GET,/shuttle/missions/sts-71/images/images.html,200,7634
ix-roc1-07.ix.netcom.com,1995-07-01 04:20:07,GET,/shuttle/technology/images/tal_abort_2-small.gif,200,10099
205.147.133.13,1995-07-01 04:20:07,GET,/shuttle/countdown/count.gif,200,40310
teleman.pr.mcs.net,1995-07-01 04:20:09,GET,/history/apollo/images/footprint-logo.gif,200,4209
ppp5.earthlight.co.nz,1995-07-01 04:20:11,GET,/htbin/wais.pl?SAREX-II,200,7124
dal31.pic.net,1995-07-01 04:20:12,GET,/shuttle/countdown/video/livevideo.gif,200,71311
202.70.0.6,1995-07-01 04:20:12,GET,/shuttle/missions/sts-63/sounds/,200,378
slip-28-14.ots.utexas.edu,1995-07-01 04:20:12,GET,/shuttle/countdown/video/livevideo.gif,200,57344
magicall.dacom.co.kr,1995-07-01 04:20:13,GET,/shuttle/missions/sts-73/mission-sts-73.html,200,4085
202.70.0.6,1995-07-01 04:20:14,GET,/icons/blank.xbm,200,509
202.70.0.6,1995-07-01 04:20:14,GET,/icons/menu.xbm,200,527
slip-5.io.com,1995-07-01 04:20:14,GET,/history/apollo/as-201/news/,200,368
whlane.cts.com,1995-07-01 04:20:14,GET,"/cgi-bin/imagemap/countdown?97,146",302,96
traitor.demon.co.uk,1995-07-01 04:20:15,GET,/history/apollo/apollo-13/apollo-13.html,200,18114
ix-phx5-17.ix.netcom.com,1995-07-01 04:20:16,GET,/,200,7074
news.ti.com,1995-07-01 04:20:16,GET,/shuttle/missions/sts-71/images/KSC-95EC-0918.gif,200,31631
slip-5.io.com,1995-07-01 04:20:17,GET,/history/apollo/as-201/,200,1699
202.70.0.6,1995-07-01 04:20:18,GET,/shuttle/missions/sts-63/,200,2032
ppp24.swcp.com,1995-07-01 04:20:20,GET,/shuttle/missions/sts-71/images/KSC-95EC-0891.jpg,200,80678
202.70.0.6,1995-07-01 04:20:20,GET,/icons/image.xbm,200,509
202.70.0.6,1995-07-01 04:20:20,GET,/icons/text.xbm,200,527
magicall.dacom.co.kr,1995-07-01 04:20:21,GET,/shuttle/missions/sts-73/sts-73-patch-small.gif,200,4179
ix-dfw11-01.ix.netcom.com,1995-07-01 04:20:22,GET,/htbin/cdt_main.pl,200,3214
ix-phx5-17.ix.netcom.com,1995-07-01 04:20:22,GET,/images/ksclogo-medium.gif,200,5866
net-1-217.eden.com,1995-07-01 04:20:24,GET,/shuttle/missions/sts-71/images/KSC-95EC-0911.jpg,200,45966
slip-28-14.ots.utexas.edu,1995-07-01 04:20:24,GET,/shuttle/countdown/liftoff.html,200,4538
p43.infinet.com,1995-07-01 04:20:26,GET,/shuttle/technology/sts-newsref/stsref-toc.html,200,84907
ix-sd9-18.ix.netcom.com,1995-07-01 04:20:26,GET,/,200,7074
svasu.extern.ucsd.edu,1995-07-01 04:20:27,GET,/history/apollo/images/footprint-small.gif,200,18149
134.20.175.12,1995-07-01 04:20:27,GET,/shuttle/countdown/,200,3985
svasu.extern.ucsd.edu,1995-07-01 04:20:27,GET,/history/apollo/images/apollo-logo.gif,200,3047
ix-phx5-17.ix.netcom.com,1995-07-01 04:20:29,GET,/images/NASA-logosmall.gif,200,786
slip-5.io.com,1995-07-01 04:20:29,GET,/history/apollo/as-201/docs/,200,368
slip-28-14.ots.utexas.edu,1995-07-01 04:20:29,GET,/images/NASA-logosmall.gif,200,786
magicall.dacom.co.kr,1995-07-01 04:20:29,GET,/images/KSC-logosmall.gif,200,1204
205.147.133.13,1995-07-01 04:20:29,GET,/images/NASA-logosmall.gif,200,786
134.20.175.12,1995-07-01 04:20:30,GET,/images/NASA-logosmall.gif,200,786
134.20.175.12,1995-07-01 04:20:30,GET,/images/KSC-logosmall.gif,200,1204
ix-phx5-17.ix.netcom.com,1995-07-01 04:20:31,GET,/images/MOSAIC-logosmall.gif,200,363
134.20.175.12,1995-07-01 04:20:31,GET,/shuttle/countdown/count.gif,200,40310
205.147.133.13,1995-07-01 04:20:32,GET,/images/KSC-logosmall.gif,200,1204
www-a1.proxy.aol.com,1995-07-01 04:20:32,GET,/facilities/crawler.html,200,3601
ix-phx5-17.ix.netcom.com,1995-07-01 04:20:33,GET,/images/USA-logosmall.gif,200,234
magicall.dacom.co.kr,1995-07-01 04:20:34,GET,/images/launch-logo.gif,200,1713
ix-phx5-17.ix.netcom.com,1995-07-01 04:20:34,GET,/images/WORLD-logosmall.gif,200,669
h-shining.norfolk.infi.net,1995-07-01 04:20:35,GET,/shuttle/missions/sts-70/mission-sts-70.html,200,13469
www-a1.proxy.aol.com,1995-07-01 04:20:36,GET,/images/crawler-logo.gif,200,14108
ix-sd9-18.ix.netcom.com,1995-07-01 04:20:38,GET,/images/ksclogo-medium.gif,200,5866
slip-5.io.com,1995-07-01 04:20:38,GET,/history/apollo/as-201/,200,1699
ix-tam1-26.ix.netcom.com,1995-07-01 04:20:39,GET,/shuttle/technology/sts-newsref/stsref-toc.html,200,84907
slip-28-14.ots.utexas.edu,1995-07-01 04:20:39,GET,/shuttle/countdown/video/livevideo.gif,200,57344
slip-5.io.com,1995-07-01 04:20:41,GET,/history/apollo/,200,6245
slip-28-14.ots.utexas.edu,1995-07-01 04:20:41,GET,/shuttle/countdown/liftoff.html,200,4538
dnet018.sat.texas.net,1995-07-01 04:20:43,GET,/history/apollo/apollo-13/apollo-13.html,200,18114
ottgate2.bnr.ca,1995-07-01 04:20:44,GET,/shuttle/technology/images/et_1.jpg,200,144114
202.70.0.6,1995-07-01 04:20:45,GET,/shuttle/missions/sts-63/movies/,200,378
slip-28-14.ots.utexas.edu,1995-07-01 04:20:45,GET,/images/NASA-logosmall.gif,200,786
slip-5.io.com,1995-07-01 04:20:46,GET,/history/apollo/apollo-13/,200,1732
h-shining.norfolk.infi.net,1995-07-01 04:20:50,GET,/shuttle/missions/sts-70/sts-70-patch-small.gif,200,5026
p43.infinet.com,1995-07-01 04:20:51,GET,/images/KSC-logosmall.gif,200,1204
leet.cts.com,1995-07-01 04:20:51,GET,/shuttle/missions/sts-71/images/index71.gif,304,0
p43.infinet.com,1995-07-01 04:20:52,GET,/images/launch-logo.gif,200,1713
slip-5.io.com,1995-07-01 04:20:53,GET,/history/apollo/apollo-13/sounds/,200,1157
news.ti.com,1995-07-01 04:20:54,GET,/shuttle/missions/sts-71/images/KSC-95EC-0918.jpg,200,46888
slip-5.io.com,1995-07-01 04:20:55,GET,/icons/sound.xbm,200,530
ix-phx5-17.ix.netcom.com,1995-07-01 04:20:55,GET,/shuttle/missions/missions.html,200,8677
slip-28-14.ots.utexas.edu,1995-07-01 04:20:55,GET,/shuttle/countdown/video/livevideo.gif,200,57344
ix-sd9-18.ix.netcom.com,1995-07-01 04:20:55,GET,/images/NASA-logosmall.gif,200,786
dal31.pic.net,1995-07-01 04:20:56,GET,/shuttle/countdown/video/livevideo.jpeg,200,47592
midcom.com,1995-07-01 04:20:56,GET,/history/apollo/apollo-13/sounds/,200,1157
ix-orl2-16.ix.netcom.com,1995-07-01 04:20:57,GET,/shuttle/missions/sts-71/mission-sts-71.html,200,12040
midcom.com,1995-07-01 04:20:57,GET,/icons/blank.xbm,200,509
midcom.com,1995-07-01 04:20:58,GET,/icons/menu.xbm,200,527
midcom.com,1995-07-01 04:20:58,GET,/icons/sound.xbm,200,530
ix-sd9-18.ix.netcom.com,1995-07-01 04:21:01,GET,/images/MOSAIC-logosmall.gif,200,363
ix-tam1-26.ix.netcom.com,1995-07-01 04:21:03,GET,/images/shuttle-patch-small.gif,200,4179
ix-phx5-17.ix.netcom.com,1995-07-01 04:21:03,GET,/images/launchmedium.gif,200,11853
ppp24.swcp.com,1995-07-01 04:21:05,GET,/shuttle/missions/sts-71/images/KSC-95EC-0913.jpg,200,25439
ix-orl2-16.ix.netcom.com,1995-07-01 04:21:06,GET,/shuttle/missions/sts-71/sts-71-patch-small.gif,200,12054
slip-5.io.com,1995-07-01 04:21:06,GET,/history/apollo/apollo-13/sounds/a13_003.wav,200,6685
ix-sd9-18.ix.netcom.com,1995-07-01 04:21:06,GET,/images/USA-logosmall.gif,200,234
ix-sd9-18.ix.netcom.com,1995-07-01 04:21:08,GET,/images/WORLD-logosmall.gif,200,669
annex12-36.dial.umd.edu,1995-07-01 04:21:10,GET,/shuttle/missions/sts-71/images/images.html,200,7634
134.20.175.12,1995-07-01 04:21:11,GET,"/cgi-bin/imagemap/countdown?110,112",302,111
ix-ftw-tx1-21.ix.netcom.com,1995-07-01 04:21:11,GET,/shuttle/technology/sts-newsref/spacelab.html,200,104916
134.20.175.12,1995-07-01 04:21:12,GET,/shuttle/missions/sts-71/mission-sts-71.html,200,12040
ix-spr-ma1-01.ix.netcom.com,1995-07-01 04:21:14,GET,/shuttle/missions/sts-71/images/KSC-95EC-0911.gif,200,31242
ix-phx5-17.ix.netcom.com,1995-07-01 04:21:14,GET,/images/KSC-logosmall.gif,200,1204
134.20.175.12,1995-07-01 04:21:15,GET,/shuttle/missions/sts-71/sts-71-patch-small.gif,200,12054
kuts5p06.cc.ukans.edu,1995-07-01 04:21:16,GET,/,200,7074
134.20.175.12,1995-07-01 04:21:21,GET,/images/launch-logo.gif,200,1713
ix-orl2-16.ix.netcom.com,1995-07-01 04:21:22,GET,/images/KSC-logosmall.gif,200,1204
blv-pm2-ip16.halcyon.com,1995-07-01 04:21:23,GET,/shuttle/missions/sts-68/sts-68-patch-small.gif,200,17459
ix-orl2-16.ix.netcom.com,1995-07-01 04:21:24,GET,/images/launch-logo.gif,200,1713
blv-pm2-ip16.halcyon.com,1995-07-01 04:21:26,GET,/shuttle/missions/sts-68/mission-sts-68.html,200,49087
ip149.santa-ana.ca.interramp.com,1995-07-01 04:21:33,GET,/msfc/astro_home.html,200,2938
ana0013.deltanet.com,1995-07-01 04:21:33,GET,/software/winvn/winvn.html,200,9867
ana0013.deltanet.com,1995-07-01 04:21:36,GET,/software/winvn/winvn.gif,200,25218
